agent,original_filename,filepath,extracted_title,suggested_name,confidence,extraction_status,approved
Infastructure,IEA Kenya2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/IEA Kenya2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,IEA-Kenya2024.pdf,LOW,partial,
Infastructure,Intelligent-Transport-System.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Intelligent-Transport-System.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Intelligent-Transport-System.pdf,LOW,ok,
Infastructure,KERRA-Annual-Report-FY-2024-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KERRA-Annual-Report-FY-2024-2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KERRA-Annual-Report-FY-2024-2025.pdf,LOW,ok,
Infastructure,KPAfinancialstatement20172018.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KPAfinancialstatement20172018.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KPAfinancialstatement20172018.pdf,LOW,ok,
Infastructure,KR-Quality-Policy-Statement-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KR-Quality-Policy-Statement-2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KR-Quality-Policy-Statement-2025.pdf,LOW,ok,
Infastructure,KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,LOW,partial,
Infastructure,KURA-Annual-Report-FY24-25-.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-Annual-Report-FY24-25-.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KURA-Annual-Report-FY24-25-.pdf,LOW,ok,
Infastructure,KURA-REVISED-CLIENT-COPY-AMENDED.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-REVISED-CLIENT-COPY-AMENDED.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KURA-REVISED-CLIENT-COPY-AMENDED.pdf,LOW,ocr,
Infastructure,KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,LOW,ok,
Infastructure,KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,LOW,partial,
Infastructure,KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,LOW,ok,
Infastructure,KeNHA-Annual-Report-2023-30052024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-Annual-Report-2023-30052024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeNHA-Annual-Report-2023-30052024.pdf,LOW,ok,
Infastructure,KeRRA-Annual-Report-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-2022-2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeRRA-Annual-Report-2022-2023.pdf,LOW,ok,
Infastructure,KeRRA-Annual-Report-FY-2023-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-FY-2023-2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeRRA-Annual-Report-FY-2023-2024.pdf,LOW,ocr,
Infastructure,KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,LOW,ok,
Infastructure,KenGen-Integrated-Report-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGen-Integrated-Report-2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KenGen-Integrated-Report-2024.pdf,LOW,ok,
Infastructure,KenGens-Carbon-Credits-Portfolio.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGens-Carbon-Credits-Portfolio.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KenGens-Carbon-Credits-Portfolio.pdf,LOW,ok,
Infastructure,Kenya-Leading-Economic-Indicators-December-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Leading-Economic-Indicators-December-2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Leading-Economic-Indicators-December-2025.pdf,LOW,partial,
Infastructure,Kenya-National-Highways-Authority-2022_2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-National-Highways-Authority-2022_2023.pdf,"REPORT OF THE AUDITOR-GENERAL ON KENYA NATIONAL HIGHWAYS AUTHORITY FOR THE YEAR ENDED 30 JUNE, 2023",2023-Audit-Report-KeNHA-Annual-Report.pdf,HIGH,ocr,
Infastructure,Kenya-Ports-Authority-2021_2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Ports-Authority-2021_2022.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Ports-Authority-2021_2022.pdf,LOW,ocr,
Infastructure,Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,LOW,ok,
Infastructure,Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,LOW,partial,
Infastructure,Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,LOW,ok,
Infastructure,LMP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/LMP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,LMP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,LOW,partial,
Infastructure,National-Transport-Safety-Authority-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/National-Transport-Safety-Authority-2022-2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,National-Transport-Safety-Authority-2022-2023.pdf,LOW,ocr,
Infastructure,PAM-4-Road-Safety-Audits.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/PAM-4-Road-Safety-Audits.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,PAM-4-Road-Safety-Audits.pdf,LOW,partial,
Infastructure,RDM-1.1-Topographic-Survey.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.1-Topographic-Survey.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,RDM-1.1-Topographic-Survey.pdf,LOW,partial,
Infastructure,RDM-1.2-Traffic-Surveys.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.2-Traffic-Surveys.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,RDM-1.2-Traffic-Surveys.pdf,LOW,partial,
